state,district,month,monthly_enrolments,monthly_load,estimated_update_requests
Madhya Pradesh,Guna,2025-01,2033,2033,712
Madhya Pradesh,Guna,2025-02,281,281,98
Madhya Pradesh,Guna,2025-03,226,226,79
Madhya Pradesh,Guna,2025-04,204,204,71
Madhya Pradesh,Guna,2025-05,146,146,51
Madhya Pradesh,Guna,2025-06,160,160,56
Madhya Pradesh,Guna,2025-07,85,85,30
Madhya Pradesh,Guna,2025-08,305,305,107
Madhya Pradesh,Guna,2025-09,367,367,128
Madhya Pradesh,Guna,2025-10,308,308,108
Madhya Pradesh,Guna,2025-11,287,287,100
Madhya Pradesh,Guna,2025-12,267,267,93
Madhya Pradesh,Gwalior,2025-01,8334,8334,2917
Madhya Pradesh,Gwalior,2025-02,499,499,175
Madhya Pradesh,Gwalior,2025-03,268,268,94
Madhya Pradesh,Gwalior,2025-04,173,173,61
Madhya Pradesh,Gwalior,2025-05,192,192,67
Madhya Pradesh,Gwalior,2025-06,213,213,75
Madhya Pradesh,Gwalior,2025-07,136,136,48
Madhya Pradesh,Gwalior,2025-08,357,357,125
Madhya Pradesh,Gwalior,2025-09,442,442,155
Madhya Pradesh,Gwalior,2025-10,397,397,139
Madhya Pradesh,Gwalior,2025-11,327,327,114
Madhya Pradesh,Gwalior,2025-12,387,387,135
Madhya Pradesh,Harda,2025-01,45,45,16
Madhya Pradesh,Harda,2025-02,88,88,31
Madhya Pradesh,Harda,2025-03,39,39,14
Madhya Pradesh,Harda,2025-04,22,22,8
Madhya Pradesh,Harda,2025-05,35,35,12
Madhya Pradesh,Harda,2025-06,23,23,8
Madhya Pradesh,Harda,2025-07,23,23,8
Madhya Pradesh,Harda,2025-08,88,88,31
Madhya Pradesh,Harda,2025-09,75,75,26
Madhya Pradesh,Harda,2025-10,93,93,33
Madhya Pradesh,Harda,2025-11,53,53,19
Madhya Pradesh,Harda,2025-12,94,94,33
Madhya Pradesh,Harda *,2025-01,21,21,7
Madhya Pradesh,Harda *,2025-02,36,36,13
Madhya Pradesh,Harda *,2025-03,5,5,2
Madhya Pradesh,Harda *,2025-04,11,11,4
Madhya Pradesh,Harda *,2025-05,7,7,2
Madhya Pradesh,Harda *,2025-06,4,4,1
Madhya Pradesh,Harda *,2025-07,10,10,4
Madhya Pradesh,Harda *,2025-08,29,29,10
Madhya Pradesh,Harda *,2025-09,13,13,5
Madhya Pradesh,Harda *,2025-10,17,17,6
Madhya Pradesh,Harda *,2025-11,24,24,8
Madhya Pradesh,Harda *,2025-12,21,21,7
Madhya Pradesh,Hoshangabad,2025-01,379,379,133
Madhya Pradesh,Hoshangabad,2025-02,246,246,86
Madhya Pradesh,Hoshangabad,2025-03,77,77,27
Madhya Pradesh,Hoshangabad,2025-04,97,97,34
Madhya Pradesh,Hoshangabad,2025-05,125,125,44
Madhya Pradesh,Hoshangabad,2025-06,99,99,35
Madhya Pradesh,Hoshangabad,2025-07,50,50,18
Madhya Pradesh,Hoshangabad,2025-08,177,177,62
Madhya Pradesh,Hoshangabad,2025-09,244,244,85
Madhya Pradesh,Hoshangabad,2025-10,190,190,66
Madhya Pradesh,Hoshangabad,2025-11,209,209,73
Madhya Pradesh,Hoshangabad,2025-12,269,269,94
Madhya Pradesh,Indore,2025-01,7544,7544,2640
Madhya Pradesh,Indore,2025-02,660,660,231
Madhya Pradesh,Indore,2025-03,251,251,88
Madhya Pradesh,Indore,2025-04,128,128,45
Madhya Pradesh,Indore,2025-05,228,228,80
Madhya Pradesh,Indore,2025-06,244,244,85
Madhya Pradesh,Indore,2025-07,179,179,63
Madhya Pradesh,Indore,2025-08,425,425,149
Madhya Pradesh,Indore,2025-09,468,468,164
Madhya Pradesh,Indore,2025-10,524,524,183
Madhya Pradesh,Indore,2025-11,428,428,150
Madhya Pradesh,Indore,2025-12,347,347,121
Madhya Pradesh,Jabalpur,2025-01,827,827,289
Madhya Pradesh,Jabalpur,2025-02,549,549,192
Madhya Pradesh,Jabalpur,2025-03,240,240,84
Madhya Pradesh,Jabalpur,2025-04,167,167,58
Madhya Pradesh,Jabalpur,2025-05,244,244,85
Madhya Pradesh,Jabalpur,2025-06,202,202,71
Madhya Pradesh,Jabalpur,2025-07,140,140,49
Madhya Pradesh,Jabalpur,2025-08,416,416,146
Madhya Pradesh,Jabalpur,2025-09,428,428,150
Madhya Pradesh,Jabalpur,2025-10,345,345,121
Madhya Pradesh,Jabalpur,2025-11,348,348,122
Madhya Pradesh,Jabalpur,2025-12,362,362,127
Madhya Pradesh,Jhabua,2025-01,5324,5324,1863
Madhya Pradesh,Jhabua,2025-02,450,450,158
Madhya Pradesh,Jhabua,2025-03,247,247,86
Madhya Pradesh,Jhabua,2025-04,59,59,21
Madhya Pradesh,Jhabua,2025-05,165,165,58
Madhya Pradesh,Jhabua,2025-06,190,190,66
Madhya Pradesh,Jhabua,2025-07,84,84,29
Madhya Pradesh,Jhabua,2025-08,313,313,110
Madhya Pradesh,Jhabua,2025-09,386,386,135
Madhya Pradesh,Jhabua,2025-10,362,362,127
Madhya Pradesh,Jhabua,2025-11,272,272,95
Madhya Pradesh,Jhabua,2025-12,216,216,76
Madhya Pradesh,Katni,2025-01,1577,1577,552
Madhya Pradesh,Katni,2025-02,367,367,128
Madhya Pradesh,Katni,2025-03,190,190,66
Madhya Pradesh,Katni,2025-04,87,87,30
Madhya Pradesh,Katni,2025-05,182,182,64
Madhya Pradesh,Katni,2025-06,172,172,60
Madhya Pradesh,Katni,2025-07,93,93,33
Madhya Pradesh,Katni,2025-08,299,299,105
Madhya Pradesh,Katni,2025-09,422,422,148
Madhya Pradesh,Katni,2025-10,364,364,127
Madhya Pradesh,Katni,2025-11,249,249,87
Madhya Pradesh,Katni,2025-12,363,363,127
Madhya Pradesh,Khandwa,2025-01,1373,1373,481
Madhya Pradesh,Khandwa,2025-02,173,173,61
Madhya Pradesh,Khandwa,2025-03,64,64,22
Madhya Pradesh,Khandwa,2025-04,51,51,18
Madhya Pradesh,Khandwa,2025-05,63,63,22
Madhya Pradesh,Khandwa,2025-06,39,39,14
Madhya Pradesh,Khandwa,2025-07,30,30,10
Madhya Pradesh,Khandwa,2025-08,120,120,42
Madhya Pradesh,Khandwa,2025-09,83,83,29
Madhya Pradesh,Khandwa,2025-10,105,105,37
Madhya Pradesh,Khandwa,2025-11,110,110,38
Madhya Pradesh,Khandwa,2025-12,100,100,35
Madhya Pradesh,Khargone,2025-01,6850,6850,2398
Madhya Pradesh,Khargone,2025-02,392,392,137
Madhya Pradesh,Khargone,2025-03,195,195,68
Madhya Pradesh,Khargone,2025-04,202,202,71
Madhya Pradesh,Khargone,2025-05,137,137,48
Madhya Pradesh,Khargone,2025-06,167,167,58
Madhya Pradesh,Khargone,2025-07,64,64,22
Madhya Pradesh,Khargone,2025-08,294,294,103
Madhya Pradesh,Khargone,2025-09,332,332,116
Madhya Pradesh,Khargone,2025-10,307,307,107
Madhya Pradesh,Khargone,2025-11,259,259,91
Madhya Pradesh,Khargone,2025-12,194,194,68
Madhya Pradesh,Maihar,2025-01,6,6,2
Madhya Pradesh,Maihar,2025-02,7,7,2
Madhya Pradesh,Maihar,2025-03,7,7,2
Madhya Pradesh,Maihar,2025-04,5,5,2
Madhya Pradesh,Maihar,2025-05,4,4,1
Madhya Pradesh,Maihar,2025-06,8,8,3
Madhya Pradesh,Maihar,2025-07,1,1,0
Madhya Pradesh,Maihar,2025-08,13,13,5
Madhya Pradesh,Maihar,2025-09,12,12,4
Madhya Pradesh,Maihar,2025-10,17,17,6
Madhya Pradesh,Maihar,2025-11,13,13,5
Madhya Pradesh,Maihar,2025-12,8,8,3
Madhya Pradesh,Mandla,2025-01,76,76,27
Madhya Pradesh,Mandla,2025-02,186,186,65
Madhya Pradesh,Mandla,2025-03,84,84,29
Madhya Pradesh,Mandla,2025-04,52,52,18
Madhya Pradesh,Mandla,2025-05,78,78,27
Madhya Pradesh,Mandla,2025-06,94,94,33
Madhya Pradesh,Mandla,2025-07,72,72,25
Madhya Pradesh,Mandla,2025-08,130,130,46
Madhya Pradesh,Mandla,2025-09,130,130,46
Madhya Pradesh,Mandla,2025-10,162,162,57
Madhya Pradesh,Mandla,2025-11,124,124,43
Madhya Pradesh,Mandla,2025-12,94,94,33
Madhya Pradesh,Mandsaur,2025-01,90,90,31
Madhya Pradesh,Mandsaur,2025-02,497,497,174
Madhya Pradesh,Mandsaur,2025-03,191,191,67
Madhya Pradesh,Mandsaur,2025-04,53,53,19
Madhya Pradesh,Mandsaur,2025-05,307,307,107
Madhya Pradesh,Mandsaur,2025-06,197,197,69
Madhya Pradesh,Mandsaur,2025-07,197,197,69
Madhya Pradesh,Mandsaur,2025-08,251,251,88
Madhya Pradesh,Mandsaur,2025-09,332,332,116
Madhya Pradesh,Mandsaur,2025-10,322,322,113
Madhya Pradesh,Mandsaur,2025-11,248,248,87
Madhya Pradesh,Mandsaur,2025-12,202,202,71
Madhya Pradesh,Mauganj,2025-01,8,8,3
Madhya Pradesh,Mauganj,2025-02,14,14,5
Madhya Pradesh,Mauganj,2025-03,16,16,6
Madhya Pradesh,Mauganj,2025-04,9,9,3
Madhya Pradesh,Mauganj,2025-05,8,8,3
Madhya Pradesh,Mauganj,2025-06,6,6,2
Madhya Pradesh,Mauganj,2025-07,10,10,4
Madhya Pradesh,Mauganj,2025-08,13,13,5
Madhya Pradesh,Mauganj,2025-09,15,15,5
Madhya Pradesh,Mauganj,2025-10,4,4,1
Madhya Pradesh,Mauganj,2025-11,4,4,1
Madhya Pradesh,Mauganj,2025-12,18,18,6
Madhya Pradesh,Morena,2025-01,11215,11215,3925
Madhya Pradesh,Morena,2025-02,518,518,181
Madhya Pradesh,Morena,2025-03,246,246,86
Madhya Pradesh,Morena,2025-04,201,201,70
Madhya Pradesh,Morena,2025-05,209,209,73
Madhya Pradesh,Morena,2025-06,185,185,65
Madhya Pradesh,Morena,2025-07,143,143,50
Madhya Pradesh,Morena,2025-08,374,374,131
Madhya Pradesh,Morena,2025-09,361,361,126
Madhya Pradesh,Morena,2025-10,429,429,150
Madhya Pradesh,Morena,2025-11,378,378,132
Madhya Pradesh,Morena,2025-12,318,318,111
Madhya Pradesh,Narmadapuram,2025-01,14,14,5
Madhya Pradesh,Narmadapuram,2025-02,32,32,11
Madhya Pradesh,Narmadapuram,2025-03,12,12,4
Madhya Pradesh,Narmadapuram,2025-04,9,9,3
Madhya Pradesh,Narmadapuram,2025-05,14,14,5
Madhya Pradesh,Narmadapuram,2025-06,15,15,5
Madhya Pradesh,Narmadapuram,2025-07,8,8,3
Madhya Pradesh,Narmadapuram,2025-08,34,34,12
Madhya Pradesh,Narmadapuram,2025-09,25,25,9
Madhya Pradesh,Narmadapuram,2025-10,22,22,8
Madhya Pradesh,Narmadapuram,2025-11,21,21,7
Madhya Pradesh,Narmadapuram,2025-12,34,34,12
Madhya Pradesh,Narsimhapur,2025-01,27,27,9
Madhya Pradesh,Narsimhapur,2025-02,49,49,17
Madhya Pradesh,Narsimhapur,2025-03,28,28,10
Madhya Pradesh,Narsimhapur,2025-04,20,20,7
Madhya Pradesh,Narsimhapur,2025-05,21,21,7
Madhya Pradesh,Narsimhapur,2025-06,28,28,10
Madhya Pradesh,Narsimhapur,2025-07,15,15,5
Madhya Pradesh,Narsimhapur,2025-08,51,51,18
Madhya Pradesh,Narsimhapur,2025-09,51,51,18
Madhya Pradesh,Narsimhapur,2025-10,54,54,19
Madhya Pradesh,Narsimhapur,2025-11,37,37,13
Madhya Pradesh,Narsimhapur,2025-12,31,31,11
Madhya Pradesh,Narsinghpur,2025-01,628,628,220
Madhya Pradesh,Narsinghpur,2025-02,165,165,58
Madhya Pradesh,Narsinghpur,2025-03,84,84,29
Madhya Pradesh,Narsinghpur,2025-04,63,63,22
Madhya Pradesh,Narsinghpur,2025-05,64,64,22
Madhya Pradesh,Narsinghpur,2025-06,100,100,35
Madhya Pradesh,Narsinghpur,2025-07,59,59,21
Madhya Pradesh,Narsinghpur,2025-08,193,193,68
Madhya Pradesh,Narsinghpur,2025-09,188,188,66
Madhya Pradesh,Narsinghpur,2025-10,196,196,69
Madhya Pradesh,Narsinghpur,2025-11,114,114,40
Madhya Pradesh,Narsinghpur,2025-12,162,162,57
Madhya Pradesh,Neemuch,2025-01,81,81,28
Madhya Pradesh,Neemuch,2025-02,272,272,95
Madhya Pradesh,Neemuch,2025-03,112,112,39
Madhya Pradesh,Neemuch,2025-04,79,79,28
Madhya Pradesh,Neemuch,2025-05,180,180,63
Madhya Pradesh,Neemuch,2025-06,112,112,39
Madhya Pradesh,Neemuch,2025-07,109,109,38
Madhya Pradesh,Neemuch,2025-08,187,187,65
Madhya Pradesh,Neemuch,2025-09,265,265,93
Madhya Pradesh,Neemuch,2025-10,241,241,84
Madhya Pradesh,Neemuch,2025-11,165,165,58
Madhya Pradesh,Neemuch,2025-12,139,139,49
Madhya Pradesh,Niwari,2025-01,2,2,1
Madhya Pradesh,Niwari,2025-03,3,3,1
Madhya Pradesh,Niwari,2025-04,5,5,2
Madhya Pradesh,Niwari,2025-05,2,2,1
Madhya Pradesh,Niwari,2025-06,4,4,1
Madhya Pradesh,Niwari,2025-07,1,1,0
Madhya Pradesh,Niwari,2025-08,5,5,2
Madhya Pradesh,Niwari,2025-09,3,3,1
Madhya Pradesh,Niwari,2025-10,5,5,2
Madhya Pradesh,Niwari,2025-11,11,11,4
Madhya Pradesh,Niwari,2025-12,2,2,1
Madhya Pradesh,Pandhurna,2025-01,1,1,0
Madhya Pradesh,Pandhurna,2025-02,1,1,0
Madhya Pradesh,Pandhurna,2025-03,1,1,0
Madhya Pradesh,Pandhurna,2025-04,1,1,0
Madhya Pradesh,Pandhurna,2025-05,3,3,1
Madhya Pradesh,Pandhurna,2025-06,2,2,1
Madhya Pradesh,Pandhurna,2025-08,2,2,1
Madhya Pradesh,Pandhurna,2025-09,3,3,1
Madhya Pradesh,Pandhurna,2025-10,3,3,1
Madhya Pradesh,Pandhurna,2025-11,2,2,1
Madhya Pradesh,Pandhurna,2025-12,1,1,0
Madhya Pradesh,Panna,2025-01,1009,1009,353
Madhya Pradesh,Panna,2025-02,386,386,135
Madhya Pradesh,Panna,2025-03,202,202,71
Madhya Pradesh,Panna,2025-04,144,144,50
Madhya Pradesh,Panna,2025-05,174,174,61
Madhya Pradesh,Panna,2025-06,229,229,80
Madhya Pradesh,Panna,2025-07,84,84,29
Madhya Pradesh,Panna,2025-08,293,293,103
Madhya Pradesh,Panna,2025-09,364,364,127
Madhya Pradesh,Panna,2025-10,297,297,104
Madhya Pradesh,Panna,2025-11,223,223,78
Madhya Pradesh,Panna,2025-12,302,302,106
Madhya Pradesh,Raisen,2025-01,685,685,240
Madhya Pradesh,Raisen,2025-02,305,305,107
Madhya Pradesh,Raisen,2025-03,95,95,33
Madhya Pradesh,Raisen,2025-04,168,168,59
Madhya Pradesh,Raisen,2025-05,92,92,32
Madhya Pradesh,Raisen,2025-06,82,82,29
Madhya Pradesh,Raisen,2025-07,58,58,20
Madhya Pradesh,Raisen,2025-08,292,292,102
Madhya Pradesh,Raisen,2025-09,199,199,70
Madhya Pradesh,Raisen,2025-10,209,209,73
Madhya Pradesh,Raisen,2025-11,216,216,76
Madhya Pradesh,Raisen,2025-12,273,273,96
Madhya Pradesh,Rajgarh,2025-01,125,125,44
Madhya Pradesh,Rajgarh,2025-02,243,243,85
Madhya Pradesh,Rajgarh,2025-03,114,114,40
Madhya Pradesh,Rajgarh,2025-04,135,135,47
Madhya Pradesh,Rajgarh,2025-05,127,127,44
Madhya Pradesh,Rajgarh,2025-06,86,86,30
Madhya Pradesh,Rajgarh,2025-07,71,71,25
Madhya Pradesh,Rajgarh,2025-08,258,258,90
Madhya Pradesh,Rajgarh,2025-09,251,251,88
Madhya Pradesh,Rajgarh,2025-10,257,257,90
Madhya Pradesh,Rajgarh,2025-11,197,197,69
Madhya Pradesh,Rajgarh,2025-12,320,320,112
Madhya Pradesh,Ratlam,2025-01,78,78,27
Madhya Pradesh,Ratlam,2025-02,368,368,129
Madhya Pradesh,Ratlam,2025-03,173,173,61
Madhya Pradesh,Ratlam,2025-04,71,71,25
Madhya Pradesh,Ratlam,2025-05,171,171,60
Madhya Pradesh,Ratlam,2025-06,174,174,61
Madhya Pradesh,Ratlam,2025-07,141,141,49
Madhya Pradesh,Ratlam,2025-08,298,298,104
Madhya Pradesh,Ratlam,2025-09,313,313,110
Madhya Pradesh,Ratlam,2025-10,389,389,136
Madhya Pradesh,Ratlam,2025-11,289,289,101
Madhya Pradesh,Ratlam,2025-12,250,250,88
Madhya Pradesh,Rewa,2025-01,193,193,68
Madhya Pradesh,Rewa,2025-02,395,395,138
Madhya Pradesh,Rewa,2025-03,244,244,85
Madhya Pradesh,Rewa,2025-04,143,143,50
Madhya Pradesh,Rewa,2025-05,249,249,87
Madhya Pradesh,Rewa,2025-06,327,327,114
Madhya Pradesh,Rewa,2025-07,140,140,49
Madhya Pradesh,Rewa,2025-08,370,370,130
Madhya Pradesh,Rewa,2025-09,367,367,128
Madhya Pradesh,Rewa,2025-10,392,392,137
Madhya Pradesh,Rewa,2025-11,277,277,97
Madhya Pradesh,Rewa,2025-12,258,258,90
Madhya Pradesh,Sagar,2025-01,2271,2271,795
Madhya Pradesh,Sagar,2025-02,504,504,176
Madhya Pradesh,Sagar,2025-03,225,225,79
Madhya Pradesh,Sagar,2025-04,139,139,49
Madhya Pradesh,Sagar,2025-05,303,303,106
Madhya Pradesh,Sagar,2025-06,236,236,83
Madhya Pradesh,Sagar,2025-07,181,181,63
Madhya Pradesh,Sagar,2025-08,393,393,138
Madhya Pradesh,Sagar,2025-09,397,397,139
Madhya Pradesh,Sagar,2025-10,406,406,142
Madhya Pradesh,Sagar,2025-11,327,327,114
Madhya Pradesh,Sagar,2025-12,319,319,112
Madhya Pradesh,Satna,2025-01,1320,1320,462
Madhya Pradesh,Satna,2025-02,447,447,156
Madhya Pradesh,Satna,2025-03,317,317,111
Madhya Pradesh,Satna,2025-04,181,181,63
Madhya Pradesh,Satna,2025-05,227,227,79
Madhya Pradesh,Satna,2025-06,293,293,103
Madhya Pradesh,Satna,2025-07,158,158,55
Madhya Pradesh,Satna,2025-08,460,460,161
Madhya Pradesh,Satna,2025-09,394,394,138
Madhya Pradesh,Satna,2025-10,412,412,144
Madhya Pradesh,Satna,2025-11,427,427,149
Madhya Pradesh,Satna,2025-12,334,334,117
Madhya Pradesh,Sehore,2025-01,1774,1774,621
Madhya Pradesh,Sehore,2025-02,159,159,56
Madhya Pradesh,Sehore,2025-03,104,104,36
Madhya Pradesh,Sehore,2025-04,68,68,24
Madhya Pradesh,Sehore,2025-05,75,75,26
Madhya Pradesh,Sehore,2025-06,56,56,20
Madhya Pradesh,Sehore,2025-07,45,45,16
Madhya Pradesh,Sehore,2025-08,158,158,55
Madhya Pradesh,Sehore,2025-09,117,117,41
Madhya Pradesh,Sehore,2025-10,131,131,46
Madhya Pradesh,Sehore,2025-11,119,119,42
Madhya Pradesh,Sehore,2025-12,124,124,43
Madhya Pradesh,Seoni,2025-01,161,161,56
Madhya Pradesh,Seoni,2025-02,239,239,84
Madhya Pradesh,Seoni,2025-03,78,78,27
Madhya Pradesh,Seoni,2025-04,95,95,33
Madhya Pradesh,Seoni,2025-05,96,96,34
Madhya Pradesh,Seoni,2025-06,90,90,31
Madhya Pradesh,Seoni,2025-07,58,58,20
Madhya Pradesh,Seoni,2025-08,226,226,79
Madhya Pradesh,Seoni,2025-09,224,224,78
Madhya Pradesh,Seoni,2025-10,247,247,86
Madhya Pradesh,Seoni,2025-11,233,233,82
Madhya Pradesh,Seoni,2025-12,176,176,62
Madhya Pradesh,Shahdol,2025-01,76,76,27
Madhya Pradesh,Shahdol,2025-02,152,152,53
Madhya Pradesh,Shahdol,2025-03,119,119,42
Madhya Pradesh,Shahdol,2025-04,33,33,12
Madhya Pradesh,Shahdol,2025-05,100,100,35
Madhya Pradesh,Shahdol,2025-06,142,142,50
Madhya Pradesh,Shahdol,2025-07,88,88,31
Madhya Pradesh,Shahdol,2025-08,161,161,56
Madhya Pradesh,Shahdol,2025-09,159,159,56
Madhya Pradesh,Shahdol,2025-10,177,177,62
Madhya Pradesh,Shahdol,2025-11,132,132,46
Madhya Pradesh,Shahdol,2025-12,144,144,50
Madhya Pradesh,Shajapur,2025-01,128,128,45
Madhya Pradesh,Shajapur,2025-02,283,283,99
Madhya Pradesh,Shajapur,2025-03,182,182,64
Madhya Pradesh,Shajapur,2025-04,112,112,39
Madhya Pradesh,Shajapur,2025-05,196,196,69
Madhya Pradesh,Shajapur,2025-06,132,132,46
Madhya Pradesh,Shajapur,2025-07,102,102,36
Madhya Pradesh,Shajapur,2025-08,224,224,78
Madhya Pradesh,Shajapur,2025-09,221,221,77
Madhya Pradesh,Shajapur,2025-10,315,315,110
Madhya Pradesh,Shajapur,2025-11,252,252,88
Madhya Pradesh,Shajapur,2025-12,224,224,78
Madhya Pradesh,Sheopur,2025-01,3050,3050,1068
Madhya Pradesh,Sheopur,2025-02,130,130,46
Madhya Pradesh,Sheopur,2025-03,52,52,18
Madhya Pradesh,Sheopur,2025-04,61,61,21
Madhya Pradesh,Sheopur,2025-05,68,68,24
Madhya Pradesh,Sheopur,2025-06,87,87,30
Madhya Pradesh,Sheopur,2025-07,46,46,16
Madhya Pradesh,Sheopur,2025-08,137,137,48
Madhya Pradesh,Sheopur,2025-09,144,144,50
Madhya Pradesh,Sheopur,2025-10,136,136,48
Madhya Pradesh,Sheopur,2025-11,136,136,48
Madhya Pradesh,Sheopur,2025-12,163,163,57
Madhya Pradesh,Shivpuri,2025-01,3268,3268,1144
Madhya Pradesh,Shivpuri,2025-02,346,346,121
Madhya Pradesh,Shivpuri,2025-03,211,211,74
Madhya Pradesh,Shivpuri,2025-04,194,194,68
Madhya Pradesh,Shivpuri,2025-05,133,133,47
Madhya Pradesh,Shivpuri,2025-06,199,199,70
Madhya Pradesh,Shivpuri,2025-07,98,98,34
Madhya Pradesh,Shivpuri,2025-08,362,362,127
Madhya Pradesh,Shivpuri,2025-09,340,340,119
Madhya Pradesh,Shivpuri,2025-10,338,338,118
Madhya Pradesh,Shivpuri,2025-11,341,341,119
Madhya Pradesh,Shivpuri,2025-12,339,339,119
Madhya Pradesh,Sidhi,2025-01,109,109,38
Madhya Pradesh,Sidhi,2025-02,184,184,64
Madhya Pradesh,Sidhi,2025-03,166,166,58
Madhya Pradesh,Sidhi,2025-04,68,68,24
Madhya Pradesh,Sidhi,2025-05,128,128,45
Madhya Pradesh,Sidhi,2025-06,210,210,74
Madhya Pradesh,Sidhi,2025-07,83,83,29
Madhya Pradesh,Sidhi,2025-08,205,205,72
Madhya Pradesh,Sidhi,2025-09,236,236,83
Madhya Pradesh,Sidhi,2025-10,181,181,63
Madhya Pradesh,Sidhi,2025-11,175,175,61
Madhya Pradesh,Sidhi,2025-12,158,158,55
Madhya Pradesh,Singrauli,2025-01,147,147,51
Madhya Pradesh,Singrauli,2025-02,214,214,75
Madhya Pradesh,Singrauli,2025-03,193,193,68
Madhya Pradesh,Singrauli,2025-04,83,83,29
Madhya Pradesh,Singrauli,2025-05,139,139,49
Madhya Pradesh,Singrauli,2025-06,180,180,63
Madhya Pradesh,Singrauli,2025-07,65,65,23
Madhya Pradesh,Singrauli,2025-08,205,205,72
Madhya Pradesh,Singrauli,2025-09,199,199,70
Madhya Pradesh,Singrauli,2025-10,183,183,64
Madhya Pradesh,Singrauli,2025-11,144,144,50
Madhya Pradesh,Singrauli,2025-12,127,127,44
Madhya Pradesh,Tikamgarh,2025-01,119,119,42
Madhya Pradesh,Tikamgarh,2025-02,289,289,101
Madhya Pradesh,Tikamgarh,2025-03,185,185,65
Madhya Pradesh,Tikamgarh,2025-04,137,137,48
Madhya Pradesh,Tikamgarh,2025-05,134,134,47
Madhya Pradesh,Tikamgarh,2025-06,147,147,51
Madhya Pradesh,Tikamgarh,2025-07,74,74,26
Madhya Pradesh,Tikamgarh,2025-08,267,267,93
Madhya Pradesh,Tikamgarh,2025-09,272,272,95
Madhya Pradesh,Tikamgarh,2025-10,248,248,87
Madhya Pradesh,Tikamgarh,2025-11,221,221,77
Madhya Pradesh,Tikamgarh,2025-12,206,206,72
Madhya Pradesh,Ujjain,2025-01,322,322,113
Madhya Pradesh,Ujjain,2025-02,675,675,236
Madhya Pradesh,Ujjain,2025-03,300,300,105
Madhya Pradesh,Ujjain,2025-04,250,250,88
Madhya Pradesh,Ujjain,2025-05,334,334,117
Madhya Pradesh,Ujjain,2025-06,351,351,123
Madhya Pradesh,Ujjain,2025-07,227,227,79
Madhya Pradesh,Ujjain,2025-08,575,575,201
Madhya Pradesh,Ujjain,2025-09,556,556,195
Madhya Pradesh,Ujjain,2025-10,627,627,219
Madhya Pradesh,Ujjain,2025-11,453,453,159
Madhya Pradesh,Ujjain,2025-12,450,450,158
Madhya Pradesh,Umaria,2025-01,103,103,36
Madhya Pradesh,Umaria,2025-02,213,213,75
Madhya Pradesh,Umaria,2025-03,125,125,44
Madhya Pradesh,Umaria,2025-04,85,85,30
Madhya Pradesh,Umaria,2025-05,141,141,49
Madhya Pradesh,Umaria,2025-06,94,94,33
Madhya Pradesh,Umaria,2025-07,63,63,22
Madhya Pradesh,Umaria,2025-08,158,158,55
Madhya Pradesh,Umaria,2025-09,211,211,74
Madhya Pradesh,Umaria,2025-10,189,189,66
Madhya Pradesh,Umaria,2025-11,179,179,63
Madhya Pradesh,Umaria,2025-12,101,101,35
Madhya Pradesh,Vidisha,2025-01,3210,3210,1124
Madhya Pradesh,Vidisha,2025-02,318,318,111
Madhya Pradesh,Vidisha,2025-03,163,163,57
Madhya Pradesh,Vidisha,2025-04,140,140,49
Madhya Pradesh,Vidisha,2025-05,106,106,37
Madhya Pradesh,Vidisha,2025-06,130,130,46
Madhya Pradesh,Vidisha,2025-07,67,67,23
Madhya Pradesh,Vidisha,2025-08,272,272,95
Madhya Pradesh,Vidisha,2025-09,282,282,99
Madhya Pradesh,Vidisha,2025-10,334,334,117
Madhya Pradesh,Vidisha,2025-11,230,230,80
Madhya Pradesh,Vidisha,2025-12,227,227,79
Madhya Pradesh,West Nimar,2025-01,17,17,6
Madhya Pradesh,West Nimar,2025-02,40,40,14
Madhya Pradesh,West Nimar,2025-03,19,19,7
Madhya Pradesh,West Nimar,2025-04,23,23,8
Madhya Pradesh,West Nimar,2025-05,16,16,6
Madhya Pradesh,West Nimar,2025-06,13,13,5
Madhya Pradesh,West Nimar,2025-07,7,7,2
Madhya Pradesh,West Nimar,2025-08,33,33,12
Madhya Pradesh,West Nimar,2025-09,20,20,7
Madhya Pradesh,West Nimar,2025-10,18,18,6
Madhya Pradesh,West Nimar,2025-11,17,17,6
Madhya Pradesh,West Nimar,2025-12,25,25,9
Maharashtra,Ahmadnagar,2025-01,293,293,103
Maharashtra,Ahmadnagar,2025-02,509,509,178
Maharashtra,Ahmadnagar,2025-03,277,277,97
Maharashtra,Ahmadnagar,2025-04,206,206,72
Maharashtra,Ahmadnagar,2025-05,147,147,51
Maharashtra,Ahmadnagar,2025-06,160,160,56
Maharashtra,Ahmadnagar,2025-07,121,121,42
Maharashtra,Ahmadnagar,2025-08,342,342,120
Maharashtra,Ahmadnagar,2025-09,414,414,145
Maharashtra,Ahmadnagar,2025-10,313,313,110
Maharashtra,Ahmadnagar,2025-11,304,304,106
Maharashtra,Ahmadnagar,2025-12,274,274,96
Maharashtra,Ahmed Nagar,2025-01,5,5,2
Maharashtra,Ahmed Nagar,2025-02,15,15,5
Maharashtra,Ahmed Nagar,2025-03,14,14,5
Maharashtra,Ahmed Nagar,2025-04,3,3,1
Maharashtra,Ahmed Nagar,2025-05,8,8,3
Maharashtra,Ahmed Nagar,2025-06,6,6,2
